feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,walking_distance_to_nearest_greenspace
Shetland Islands,2016,community_belonging,Not very strongly,9,All,All,80% least deprived,All,All,All,All
Orkney Islands,2016,community_belonging,Not very strongly,12,All,All,80% least deprived,All,All,All,All
Angus,2017,community_belonging,Very strongly,32,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2017,community_belonging,Not very strongly,12,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2017,community_belonging,Not very strongly,16,All,All,80% least deprived,All,All,All,All
Dundee City,2017,community_belonging,Very strongly,33,All,All,80% least deprived,All,All,All,All
Clackmannanshire,2017,community_belonging,Very strongly,30,All,All,80% least deprived,All,All,All,All
Stirling,2015,community_belonging,Not very strongly,16,All,All,80% least deprived,All,All,All,All
Renfrewshire,2015,community_belonging,Not very strongly,14,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2015,community_belonging,Not very strongly,13,All,All,80% least deprived,All,All,All,All
Dumfries and Galloway,2015,community_belonging,Not very strongly,11,All,All,80% least deprived,All,All,All,All
Falkirk,2015,community_belonging,Not very strongly,19,All,All,80% least deprived,All,All,All,All
Highland,2015,community_belonging,Not very strongly,10,All,All,80% least deprived,All,All,All,All
South Ayrshire,2015,community_belonging,Not very strongly,14,All,All,80% least deprived,All,All,All,All
Aberdeen City,2015,community_belonging,Not very strongly,14,All,All,80% least deprived,All,All,All,All
North Lanarkshire,2013,community_belonging,Fairly strongly,42,All,All,All,All,With Children,All,All
West Dunbartonshire,2019,community_belonging,Fairly strongly,35,All,All,All,All,With Children,All,All
Dundee City,2019,community_belonging,Don't know,3,Male,All,All,All,All,All,All
Midlothian,2013,community_belonging,Not very strongly,19,All,All,All,All,All,All,All
Fife,2013,community_belonging,Very strongly,21,All,All,All,All,With Children,All,All
Argyll and Bute,2017,community_belonging,Not very strongly,17,All,All,80% least deprived,All,All,All,All
Orkney Islands,2016,community_belonging,Not at all strongly,2,All,All,80% least deprived,All,All,All,All
Shetland Islands,2016,community_belonging,Not at all strongly,2,All,All,80% least deprived,All,All,All,All
Highland,2018,community_belonging,Very strongly,38,All,All,All,All,With Children,All,All
Moray,2013,community_belonging,Not very strongly,16,All,All,All,All,All,All,All
East Lothian,2015,community_belonging,Don't know,1,All,All,All,All,With Children,All,All
Falkirk,2013,community_belonging,Not very strongly,16,All,All,All,All,All,White,All
Argyll and Bute,2014,community_belonging,Not at all strongly,23,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2013,community_belonging,Not very strongly,7,All,All,All,All,All,All,All
North Ayrshire,2019,community_belonging,Fairly strongly,44,All,All,All,All,With Children,All,All
North Lanarkshire,2018,community_belonging,Not very strongly,15,All,All,80% least deprived,All,All,All,All
North Lanarkshire,2017,community_belonging,Not very strongly,11,All,All,80% least deprived,All,All,All,All
East Dunbartonshire,2016,community_belonging,Not at all strongly,8,All,All,80% least deprived,All,All,All,All
North Lanarkshire,2016,community_belonging,Not at all strongly,4,All,All,80% least deprived,All,All,All,All
Clackmannanshire,2016,community_belonging,Not at all strongly,3,All,All,80% least deprived,All,All,All,All
Scotland,2019,community_belonging,Not very strongly,12,All,Rural,All,All,All,All,All
West Dunbartonshire,2017,community_belonging,Not very strongly,14,All,All,80% least deprived,All,All,All,All
Clackmannanshire,2013,community_belonging,Not very strongly,19,Male,All,All,All,All,All,All
Dundee City,2016,community_belonging,Not at all strongly,3,All,All,80% least deprived,All,All,All,All
Scotland,2013,community_belonging,Not very strongly,16,All,All,All,All,All,All,All
North Ayrshire,2016,community_belonging,Not at all strongly,3,All,All,80% least deprived,All,All,All,All
Fife,2016,community_belonging,Not at all strongly,7,All,All,80% least deprived,All,All,All,All
North Lanarkshire,2014,community_belonging,Not very strongly,16,All,All,80% least deprived,All,All,All,All
Dundee City,2013,community_belonging,Not very strongly,29,All,All,All,All,All,All,All
Orkney Islands,2013,community_belonging,Not very strongly,6,All,All,All,All,All,All,All
Fife,2013,community_belonging,Not very strongly,16,All,All,All,All,All,All,All
Stirling,2013,community_belonging,Not very strongly,10,All,All,All,All,All,All,All
Clackmannanshire,2013,community_belonging,Not very strongly,20,All,All,All,All,All,White,All
Aberdeen City,2015,community_belonging,Don't know,1,All,All,All,All,With Children,All,All
Perth and Kinross,2013,community_belonging,Not very strongly,12,All,All,All,All,All,All,All
East Dunbartonshire,2013,community_belonging,Not very strongly,12,All,All,All,All,All,All,All
North Lanarkshire,2019,community_belonging,Very strongly,35,All,All,All,All,With Children,All,All
Scotland,2013,community_belonging,Not very strongly,24,All,All,All,All,All,Other,All
Fife,2017,community_belonging,Not very strongly,15,All,All,All,All,With Children,All,All
Midlothian,2015,community_belonging,Not at all strongly,2,All,All,All,All,With Children,All,All
Scottish Borders,2013,community_belonging,Not very strongly,14,All,All,All,All,All,All,All
Fife,2019,community_belonging,Not very strongly,20,All,All,All,All,With Children,All,All
Dumfries and Galloway,2013,community_belonging,Not very strongly,7,All,All,All,All,All,White,All
East Ayrshire,2013,community_belonging,Not very strongly,19,All,All,All,All,All,White,All
East Lothian,2013,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
East Lothian,2018,community_belonging,Very strongly,20,All,All,All,All,With Children,All,All
Highland,2013,community_belonging,Not very strongly,10,All,All,All,All,All,All,All
East Renfrewshire,2013,community_belonging,Not very strongly,6,All,All,All,All,All,All,All
Falkirk,2013,community_belonging,Not very strongly,16,All,All,All,All,All,All,All
Shetland Islands,2013,community_belonging,Not very strongly,9,All,All,All,All,All,White,All
Moray,2014,community_belonging,Don't know,7,All,All,All,All,With Children,All,All
East Lothian,2016,community_belonging,Don't know,2,All,All,All,All,All,All,All
Aberdeen City,2016,community_belonging,Don't know,4,All,All,All,All,With Children,All,All
East Renfrewshire,2013,community_belonging,Not very strongly,6,All,All,All,All,All,White,All
Scottish Borders,2013,community_belonging,Not very strongly,14,All,All,All,All,All,White,All
Orkney Islands,2013,community_belonging,Not very strongly,5,All,All,All,All,All,White,All
Clackmannanshire,2019,community_belonging,Not very strongly,13,All,All,All,All,All,All,All
Na h-Eileanan Siar,2013,community_belonging,Not very strongly,6,All,All,All,All,All,White,All
City of Edinburgh,2018,community_belonging,Fairly strongly,53,All,All,All,All,With Children,All,All
Aberdeenshire,2016,community_belonging,Not very strongly,19,Female,All,All,All,All,All,All
Moray,2013,community_belonging,Not very strongly,13,Female,All,All,All,All,All,All
Midlothian,2013,community_belonging,Not very strongly,17,Female,All,All,All,All,All,All
Stirling,2013,community_belonging,Not very strongly,9,Female,All,All,All,All,All,All
Stirling,2013,community_belonging,Not very strongly,12,Male,All,All,All,All,All,All
Scottish Borders,2016,community_belonging,Very strongly,23,All,All,All,All,With Children,All,All
East Renfrewshire,2018,community_belonging,Very strongly,33,All,All,All,All,With Children,All,All
City of Edinburgh,2016,community_belonging,Not very strongly,23,Male,All,All,All,All,All,All
Highland,2016,community_belonging,Not very strongly,17,All,All,All,All,All,White,All
Aberdeenshire,2016,community_belonging,Not very strongly,12,Male,All,All,All,All,All,All
Scotland,2016,community_belonging,Not at all strongly,6,All,All,All,All,With Children,All,All
Renfrewshire,2013,community_belonging,Fairly strongly,45,All,All,All,All,With Children,All,All
Scotland,2014,community_belonging,Not very strongly,16,All,All,All,All,All,White,All
East Dunbartonshire,2018,community_belonging,Very strongly,26,All,All,All,All,With Children,All,All
Scottish Borders,2019,community_belonging,Not very strongly,19,All,All,All,All,With Children,All,All
Argyll and Bute,2014,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
Inverclyde,2013,community_belonging,Not very strongly,8,Female,All,All,All,All,All,All
Dumfries and Galloway,2013,community_belonging,Not very strongly,8,All,All,All,All,All,All,All
North Lanarkshire,2018,community_belonging,Not very strongly,19,All,All,All,All,With Children,All,All
Perth and Kinross,2014,community_belonging,Not very strongly,10,All,All,All,All,All,White,All
City of Edinburgh,2014,community_belonging,Not very strongly,25,All,All,All,All,All,White,All
Orkney Islands,2013,community_belonging,Not very strongly,3,Male,All,All,All,All,All,All
Midlothian,2013,community_belonging,Not very strongly,22,Male,All,All,All,All,All,All
Moray,2013,community_belonging,Not very strongly,19,Male,All,All,All,All,All,All
Angus,2015,community_belonging,Fairly strongly,34,All,All,All,All,With Children,All,All
Inverclyde,2013,community_belonging,Not very strongly,9,All,All,All,All,All,All,All
Fife,2013,community_belonging,Fairly strongly,52,All,All,All,All,With Children,All,All
East Lothian,2013,community_belonging,Not very strongly,16,All,All,All,All,All,All,All
Scotland,2019,community_belonging,Not very strongly,15,All,All,All,All,All,All,All
East Ayrshire,2013,community_belonging,Not very strongly,22,All,All,All,All,All,All,All
Scotland,2013,community_belonging,Very strongly,32,All,All,All,All,With Children,All,All
Argyll and Bute,2017,community_belonging,Fairly strongly,37,All,All,All,All,With Children,All,All
City of Edinburgh,2017,community_belonging,Not at all strongly,3,All,All,All,All,With Children,All,All
North Ayrshire,2013,community_belonging,Not very strongly,10,All,All,All,All,All,White,All
Midlothian,2013,community_belonging,Not very strongly,18,All,All,All,All,All,White,All
East Renfrewshire,2016,community_belonging,Fairly strongly,37,All,All,All,All,With Children,All,All
Moray,2013,community_belonging,Not very strongly,16,All,All,All,All,All,White,All
Highland,2013,community_belonging,Not very strongly,9,All,All,All,All,All,White,All
Inverclyde,2013,community_belonging,Not very strongly,9,All,All,All,All,All,White,All
Scotland,2019,community_belonging,Not very strongly,15,Female,All,All,All,All,All,All
Scotland,2019,community_belonging,Not very strongly,16,All,Urban,All,All,All,All,All
Scotland,2019,community_belonging,Not very strongly,16,Male,All,All,All,All,All,All
Glasgow City,2013,community_belonging,Fairly strongly,40,All,All,All,All,With Children,All,All
Clackmannanshire,2017,community_belonging,Very strongly,30,All,All,All,All,With Children,All,All
Aberdeen City,2016,community_belonging,Not very strongly,12,Female,All,All,All,All,All,All
Perth and Kinross,2014,community_belonging,Fairly strongly,44,All,All,All,All,With Children,All,All
Angus,2014,community_belonging,Don't know,1,Female,All,All,All,All,All,All
North Ayrshire,2016,community_belonging,Not very strongly,13,All,All,All,All,All,White,All
Argyll and Bute,2016,community_belonging,Not very strongly,9,Male,All,All,All,All,All,All
North Ayrshire,2019,community_belonging,Very strongly,34,All,All,All,All,With Children,All,All
Stirling,2013,community_belonging,Not at all strongly,2,All,All,All,All,With Children,All,All
East Dunbartonshire,2014,community_belonging,Not very strongly,13,All,All,All,All,All,White,All
Fife,2014,community_belonging,Not very strongly,14,All,All,All,All,All,White,All
East Lothian,2015,community_belonging,Not at all strongly,7,All,All,All,All,With Children,All,All
South Lanarkshire,2017,community_belonging,Not at all strongly,9,All,All,All,All,With Children,All,All
West Dunbartonshire,2015,community_belonging,Don't know,1,All,All,All,All,With Children,All,All
Aberdeenshire,2013,community_belonging,Not very strongly,15,All,All,All,All,All,All,All
South Ayrshire,2013,community_belonging,Not very strongly,21,All,All,All,All,All,All,All
Shetland Islands,2013,community_belonging,Not very strongly,9,All,All,All,All,All,All,All
Orkney Islands,2019,community_belonging,Fairly strongly,50,All,All,All,All,With Children,All,All
Renfrewshire,2013,community_belonging,Not very strongly,10,All,All,All,All,All,All,All
East Lothian,2013,community_belonging,Not very strongly,12,Male,All,All,All,All,All,All
Aberdeen City,2013,community_belonging,Not very strongly,26,All,All,All,All,All,All,All
West Dunbartonshire,2013,community_belonging,Not very strongly,14,All,All,All,All,All,All,All
Orkney Islands,2016,community_belonging,Not very strongly,12,All,All,All,All,All,White,All
Inverclyde,2016,community_belonging,Not very strongly,11,All,All,All,All,All,White,All
South Lanarkshire,2017,community_belonging,Very strongly,36,All,All,All,All,With Children,All,All
Aberdeen City,2017,community_belonging,Very strongly,30,All,All,All,All,With Children,All,All
Dundee City,2018,community_belonging,Not at all strongly,1,All,All,All,All,With Children,All,All
Argyll and Bute,2016,community_belonging,Not very strongly,11,Female,All,All,All,All,All,All
West Lothian,2013,community_belonging,Not very strongly,20,All,All,All,All,All,All,All
Aberdeen City,2016,community_belonging,Not very strongly,18,All,All,All,All,All,White,All
South Lanarkshire,2016,community_belonging,Not very strongly,16,Male,All,All,All,All,All,All
Stirling,2016,community_belonging,Not very strongly,18,Female,All,All,All,All,All,All
West Lothian,2016,community_belonging,Fairly strongly,34,All,Urban,All,All,All,All,All
Renfrewshire,2016,community_belonging,Fairly strongly,50,All,Urban,All,All,All,All,All
North Lanarkshire,2015,community_belonging,Fairly strongly,39,All,Urban,All,All,All,All,All
Orkney Islands,2019,community_belonging,Fairly strongly,38,All,All,All,All,All,White,All
Midlothian,2014,community_belonging,Fairly strongly,35,Male,All,All,All,All,All,All
Aberdeen City,2018,community_belonging,Don't know,0,Female,All,All,All,All,All,All
Argyll and Bute,2016,community_belonging,Fairly strongly,33,All,Urban,All,All,All,All,All
City of Edinburgh,2016,community_belonging,Fairly strongly,49,All,Urban,All,All,All,All,All
North Lanarkshire,2015,community_belonging,Fairly strongly,39,All,All,All,All,All,All,All
Argyll and Bute,2018,community_belonging,Don't know,1,Female,All,All,All,All,All,All
Scottish Borders,2013,community_belonging,Not very strongly,12,Male,All,All,All,All,All,All
Aberdeenshire,2013,community_belonging,Not very strongly,13,Male,All,All,All,All,All,All
South Ayrshire,2013,community_belonging,Not very strongly,20,Male,All,All,All,All,All,All
City of Edinburgh,2013,community_belonging,Not very strongly,22,All,All,All,All,All,All,All
Dumfries and Galloway,2014,community_belonging,Fairly strongly,35,All,All,All,All,With Children,All,All
Scottish Borders,2013,community_belonging,Not very strongly,16,Female,All,All,All,All,All,All
Aberdeen City,2013,community_belonging,Not very strongly,20,Female,All,All,All,All,All,All
East Lothian,2013,community_belonging,Not very strongly,19,Female,All,All,All,All,All,All
Orkney Islands,2013,community_belonging,Not very strongly,10,Female,All,All,All,All,All,All
Fife,2016,community_belonging,Fairly strongly,28,All,Rural,All,All,All,All,All
Angus,2013,community_belonging,Not very strongly,15,All,All,All,All,All,All,All
Shetland Islands,2013,community_belonging,Not very strongly,9,Male,All,All,All,All,All,All
Argyll and Bute,2013,community_belonging,Not very strongly,12,All,All,All,All,All,All,All
South Lanarkshire,2013,community_belonging,Not very strongly,11,Male,All,All,All,All,All,All
West Lothian,2014,community_belonging,Not very strongly,14,All,All,All,All,With Children,All,All
Scotland,2019,community_belonging,Not very strongly,22,All,All,All,All,All,Other,All
East Ayrshire,2014,community_belonging,Not at all strongly,3,All,All,All,All,With Children,All,All
Scotland,2019,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
Na h-Eileanan Siar,2019,community_belonging,Not very strongly,6,All,All,All,All,All,All,All
Stirling,2013,community_belonging,Not very strongly,10,All,All,All,All,All,White,All
Aberdeenshire,2019,community_belonging,Very strongly,43,All,All,All,All,With Children,All,All
Glasgow City,2018,community_belonging,Not very strongly,21,All,All,All,All,All,Other,All
Aberdeenshire,2013,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
City of Edinburgh,2014,community_belonging,Don't know,1,Male,All,All,All,All,All,All
South Lanarkshire,2013,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
East Ayrshire,2013,community_belonging,Not very strongly,26,Male,All,All,All,All,All,All
East Ayrshire,2013,community_belonging,Not very strongly,18,Female,All,All,All,All,All,All
South Lanarkshire,2013,community_belonging,Not very strongly,14,All,All,All,All,All,All,All
Dumfries and Galloway,2013,community_belonging,Not very strongly,7,Female,All,All,All,All,All,All
North Ayrshire,2013,community_belonging,Not very strongly,10,All,All,All,All,All,All,All
Falkirk,2016,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
Orkney Islands,2015,community_belonging,Not at all strongly,2,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2016,community_belonging,Fairly strongly,25,All,All,All,All,With Children,All,All
City of Edinburgh,2016,community_belonging,Not very strongly,18,Female,All,All,All,All,All,All
East Renfrewshire,2013,community_belonging,Not very strongly,4,Male,All,All,All,All,All,All
Fife,2019,community_belonging,Don't know,2,Male,All,All,All,All,All,All
Dumfries and Galloway,2013,community_belonging,Not very strongly,9,Male,All,All,All,All,All,All
Clackmannanshire,2013,community_belonging,Not very strongly,22,Female,All,All,All,All,All,All
East Renfrewshire,2013,community_belonging,Not very strongly,7,Female,All,All,All,All,All,All
Shetland Islands,2016,community_belonging,Not very strongly,9,All,All,All,All,All,White,All
Midlothian,2018,community_belonging,Fairly strongly,46,All,All,All,All,With Children,All,All
Aberdeen City,2013,community_belonging,Not very strongly,31,Male,All,All,All,All,All,All
South Lanarkshire,2016,community_belonging,Not very strongly,17,Female,All,All,All,All,All,All
East Lothian,2014,community_belonging,Fairly strongly,42,All,All,All,All,With Children,All,All
Aberdeenshire,2016,community_belonging,Not very strongly,16,All,All,All,All,All,White,All
Aberdeenshire,2013,community_belonging,Not very strongly,17,Female,All,All,All,All,All,All
Midlothian,2016,community_belonging,Not very strongly,17,All,All,All,All,All,White,All
Scottish Borders,2016,community_belonging,Not very strongly,11,All,All,All,All,All,White,All
Shetland Islands,2013,community_belonging,Not very strongly,9,Female,All,All,All,All,All,All
Glasgow City,2014,community_belonging,Don't know,1,All,All,All,All,All,White,All
South Ayrshire,2013,community_belonging,Not very strongly,22,Female,All,All,All,All,All,All
South Lanarkshire,2016,community_belonging,Not very strongly,17,All,All,All,All,All,White,All
South Ayrshire,2013,community_belonging,Not very strongly,22,All,All,All,All,All,White,All
Scotland,2013,community_belonging,Not very strongly,16,All,All,All,All,All,White,All
Perth and Kinross,2013,community_belonging,Not very strongly,12,All,All,All,All,All,White,All
North Lanarkshire,2017,community_belonging,Not very strongly,13,All,All,All,All,All,All,All
North Lanarkshire,2017,community_belonging,Not very strongly,16,Male,All,All,All,All,All,All
East Renfrewshire,2018,community_belonging,Fairly strongly,53,All,All,All,All,With Children,All,All
City of Edinburgh,2014,community_belonging,Very strongly,24,All,All,All,All,With Children,All,All
North Lanarkshire,2017,community_belonging,Not very strongly,11,Female,All,All,All,All,All,All
East Dunbartonshire,2013,community_belonging,Not very strongly,11,All,All,All,All,All,White,All
North Ayrshire,2014,community_belonging,Very strongly,27,All,All,All,All,With Children,All,All
Renfrewshire,2013,community_belonging,Not very strongly,9,All,All,All,All,All,White,All
Stirling,2017,community_belonging,Very strongly,32,All,All,All,All,With Children,All,All
Glasgow City,2018,community_belonging,Not very strongly,17,All,All,All,All,All,White,All
Scotland,2019,community_belonging,Fairly strongly,43,All,All,All,All,All,All,All
Glasgow City,2018,community_belonging,Not very strongly,19,All,All,All,All,With Children,All,All
Scottish Borders,2019,community_belonging,Not at all strongly,2,All,All,All,All,With Children,All,All
Scotland,2019,community_belonging,Fairly strongly,43,Female,All,All,All,All,All,All
Argyll and Bute,2014,community_belonging,Fairly strongly,36,All,All,All,All,All,All,All
City of Edinburgh,2013,community_belonging,Not very strongly,22,All,All,All,All,All,White,All
Aberdeenshire,2015,community_belonging,Not at all strongly,3,All,All,All,All,With Children,All,All
Argyll and Bute,2013,community_belonging,Not very strongly,11,All,All,All,All,All,White,All
Aberdeen City,2013,community_belonging,Not very strongly,27,All,All,All,All,All,White,All
Glasgow City,2013,community_belonging,Very strongly,30,All,All,All,All,With Children,All,All
Glasgow City,2016,community_belonging,Very strongly,29,All,All,All,All,With Children,All,All
Falkirk,2019,community_belonging,Not very strongly,20,Female,All,All,All,All,All,All
East Ayrshire,2013,community_belonging,Fairly strongly,45,All,All,All,All,All,White,All
West Dunbartonshire,2014,community_belonging,Fairly strongly,37,All,All,All,All,With Children,All,All
Aberdeenshire,2019,community_belonging,Not very strongly,19,Female,All,All,All,All,All,All
Falkirk,2019,community_belonging,Not very strongly,10,Male,All,All,All,All,All,All
South Lanarkshire,2019,community_belonging,Not very strongly,9,Female,All,All,All,All,All,All
Renfrewshire,2014,community_belonging,Fairly strongly,39,All,All,All,All,All,All,All
West Dunbartonshire,2013,community_belonging,Not very strongly,14,All,All,All,All,All,White,All
Na h-Eileanan Siar,2013,community_belonging,Fairly strongly,25,All,All,All,All,All,White,All
Fife,2013,community_belonging,Not very strongly,16,All,All,All,All,All,White,All
North Lanarkshire,2018,community_belonging,Not very strongly,14,All,All,All,All,All,White,All
Dundee City,2013,community_belonging,Not very strongly,27,All,All,All,All,All,White,All
East Lothian,2018,community_belonging,Not at all strongly,2,All,All,All,All,With Children,All,All
Angus,2013,community_belonging,Not very strongly,15,All,All,All,All,All,White,All
Scotland,2019,community_belonging,Fairly strongly,44,All,Urban,All,All,All,All,All
Aberdeenshire,2014,community_belonging,Fairly strongly,42,All,All,All,All,All,All,All
East Ayrshire,2014,community_belonging,Very strongly,39,All,All,All,All,With Children,All,All
City of Edinburgh,2013,community_belonging,Not very strongly,27,All,All,All,All,All,Other,All
Dumfries and Galloway,2014,community_belonging,Very strongly,44,All,All,All,All,With Children,All,All
Shetland Islands,2019,community_belonging,Not at all strongly,6,All,All,All,All,With Children,All,All
Aberdeen City,2013,community_belonging,Fairly strongly,39,All,All,All,All,All,White,All
North Lanarkshire,2016,community_belonging,Don't know,2,All,All,All,All,With Children,All,All
South Lanarkshire,2016,community_belonging,Don't know,4,All,All,All,All,With Children,All,All
West Lothian,2013,community_belonging,Not very strongly,20,All,All,All,All,All,White,All
Moray,2019,community_belonging,Not very strongly,12,Female,All,All,All,All,All,All
Angus,2014,community_belonging,Don't know,2,All,All,All,All,With Children,All,All
Aberdeenshire,2013,community_belonging,Very strongly,27,All,All,All,All,With Children,All,All
Inverclyde,2019,community_belonging,Not very strongly,11,Male,All,All,All,All,All,All
Highland,2019,community_belonging,Not very strongly,10,Male,All,All,All,All,All,All
East Lothian,2013,community_belonging,Fairly strongly,33,All,All,All,All,All,White,All
East Renfrewshire,2013,community_belonging,Fairly strongly,35,All,All,All,All,All,White,All
Orkney Islands,2019,community_belonging,Not very strongly,11,Male,All,All,All,All,All,All
Stirling,2019,community_belonging,Don't know,0,Male,All,All,All,All,All,All
Glasgow City,2016,community_belonging,Don't know,1,Female,All,All,All,All,All,All
North Lanarkshire,2015,community_belonging,Not very strongly,11,All,All,All,All,All,All,All
Glasgow City,2016,community_belonging,Not very strongly,20,All,All,All,All,All,White,All
East Renfrewshire,2019,community_belonging,Don't know,1,All,All,All,All,With Children,All,All
Moray,2016,community_belonging,Don't know,1,Male,All,All,All,All,All,All
Inverclyde,2019,community_belonging,Not very strongly,10,Female,All,All,All,All,All,All
Scottish Borders,2019,community_belonging,Not very strongly,16,Male,All,All,All,All,All,All
Scottish Borders,2019,community_belonging,Not very strongly,17,Female,All,All,All,All,All,All
Highland,2019,community_belonging,Not very strongly,10,Female,All,All,All,All,All,All
Moray,2019,community_belonging,Not very strongly,19,Male,All,All,All,All,All,All
Midlothian,2019,community_belonging,Not very strongly,15,Female,All,All,All,All,All,All
Midlothian,2016,community_belonging,Don't know,2,Female,All,All,All,All,All,All
Aberdeen City,2019,community_belonging,Not very strongly,36,Male,All,All,All,All,All,All
South Lanarkshire,2019,community_belonging,Not very strongly,13,Male,All,All,All,All,All,All
North Ayrshire,2019,community_belonging,Not very strongly,18,Male,All,All,All,All,All,All
North Ayrshire,2019,community_belonging,Not very strongly,15,Female,All,All,All,All,All,All
South Ayrshire,2019,community_belonging,Not very strongly,14,Male,All,All,All,All,All,All
City of Edinburgh,2014,community_belonging,Don't know,0,Female,All,All,All,All,All,All
Scotland,2019,community_belonging,Fairly strongly,43,Male,All,All,All,All,All,All
Scotland,2019,community_belonging,Fairly strongly,40,All,Rural,All,All,All,All,All
Aberdeen City,2019,community_belonging,Not very strongly,25,Female,All,All,All,All,All,All
Midlothian,2019,community_belonging,Not very strongly,19,Male,All,All,All,All,All,All
Clackmannanshire,2016,community_belonging,Don't know,1,All,All,All,All,All,All,All
East Renfrewshire,2016,community_belonging,Don't know,0,All,All,All,All,All,All,All
Argyll and Bute,2019,community_belonging,Not very strongly,8,Female,All,All,All,All,All,All
South Ayrshire,2019,community_belonging,Not very strongly,16,Female,All,All,All,All,All,All
Stirling,2019,community_belonging,Not very strongly,16,Female,All,All,All,All,All,All
South Lanarkshire,2019,community_belonging,Not very strongly,11,All,All,All,All,All,All,All
City of Edinburgh,2019,community_belonging,Not very strongly,18,Female,All,All,All,All,All,All
Argyll and Bute,2019,community_belonging,Not very strongly,9,Male,All,All,All,All,All,All
Fife,2018,community_belonging,Fairly strongly,53,All,All,All,All,With Children,All,All
Glasgow City,2014,community_belonging,Don't know,2,All,Urban,All,All,All,All,All
Shetland Islands,2019,community_belonging,Not very strongly,7,Male,All,All,All,All,All,All
Orkney Islands,2019,community_belonging,Not very strongly,5,Female,All,All,All,All,All,All
Angus,2015,community_belonging,Not at all strongly,4,All,All,All,All,With Children,All,All
Shetland Islands,2019,community_belonging,Not very strongly,6,Female,All,All,All,All,All,All
Falkirk,2013,community_belonging,Fairly strongly,47,All,All,All,All,With Children,All,All
East Dunbartonshire,2019,community_belonging,Don't know,2,Male,All,All,All,All,All,All
Inverclyde,2013,community_belonging,Not very strongly,11,Male,All,All,All,All,All,All
Highland,2013,community_belonging,Not very strongly,9,Female,All,All,All,All,All,All
Na h-Eileanan Siar,2013,community_belonging,Not very strongly,7,Male,All,All,All,All,All,All
East Dunbartonshire,2018,community_belonging,Fairly strongly,44,All,All,All,All,With Children,All,All
Glasgow City,2019,community_belonging,Not very strongly,21,All,All,All,All,With Children,All,All
Highland,2013,community_belonging,Not very strongly,11,Male,All,All,All,All,All,All
Na h-Eileanan Siar,2013,community_belonging,Not very strongly,6,Female,All,All,All,All,All,All
East Renfrewshire,2015,community_belonging,Don't know,1,Female,All,All,All,All,All,All
South Lanarkshire,2013,community_belonging,Not very strongly,17,Female,All,All,All,All,All,All
East Lothian,2016,community_belonging,Fairly strongly,54,All,All,All,All,With Children,All,All
East Ayrshire,2018,community_belonging,Not at all strongly,4,All,All,All,All,With Children,All,All
Na h-Eileanan Siar,2015,community_belonging,Not at all strongly,2,All,All,All,All,With Children,All,All
Perth and Kinross,2013,community_belonging,Very strongly,23,All,All,All,All,With Children,All,All
Shetland Islands,2017,community_belonging,Fairly strongly,41,All,All,All,All,With Children,All,All
South Lanarkshire,2018,community_belonging,Don't know,1,All,All,All,All,With Children,All,All
Angus,2014,community_belonging,Not very strongly,14,All,All,All,All,All,White,All
West Lothian,2014,community_belonging,Not very strongly,12,All,All,All,All,All,White,All
Dundee City,2014,community_belonging,Not very strongly,20,All,All,All,All,All,White,All
Orkney Islands,2014,community_belonging,Fairly strongly,40,All,All,All,All,With Children,All,All
Scotland,2016,community_belonging,Fairly strongly,45,All,All,All,All,With Children,All,All
East Ayrshire,2016,community_belonging,Fairly strongly,42,All,All,All,All,With Children,All,All
Dumfries and Galloway,2014,community_belonging,Not at all strongly,5,All,All,All,All,With Children,All,All
City of Edinburgh,2019,community_belonging,Fairly strongly,42,All,All,All,All,With Children,All,All
Highland,2013,community_belonging,Fairly strongly,39,All,All,All,All,With Children,All,All
North Ayrshire,2015,community_belonging,Fairly strongly,56,All,All,All,All,With Children,All,All
East Dunbartonshire,2013,community_belonging,Very strongly,49,All,All,All,All,With Children,All,All
East Dunbartonshire,2013,community_belonging,Fairly strongly,27,All,All,All,All,With Children,All,All
North Ayrshire,2013,community_belonging,Very strongly,33,All,All,All,All,With Children,All,All
West Dunbartonshire,2019,community_belonging,Very strongly,42,All,All,All,All,With Children,All,All
North Lanarkshire,2015,community_belonging,Don't know,1,All,All,All,All,With Children,All,All
Falkirk,2013,community_belonging,Very strongly,32,All,All,All,All,With Children,All,All
Angus,2019,community_belonging,Not very strongly,14,Female,All,All,All,All,All,All
Aberdeen City,2019,community_belonging,Not very strongly,30,All,All,All,All,All,All,All
Aberdeenshire,2019,community_belonging,Not very strongly,15,All,All,All,All,All,All,All
Stirling,2019,community_belonging,Not very strongly,15,All,All,All,All,All,All,All
South Lanarkshire,2016,community_belonging,Not at all strongly,7,All,All,All,All,With Children,All,All
