feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,walking_distance_to_nearest_greenspace
Fife,2017,neighbourhood_rating,Fairly good,39,All,All,80% least deprived,All,All,All,All
Scottish Borders,2019,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Orkney Islands,2015,neighbourhood_rating,Fairly good,17,Male,All,All,All,All,All,All
East Dunbartonshire,2013,neighbourhood_rating,Fairly good,27,Female,All,All,All,All,All,All
Na h-Eileanan Siar,2015,neighbourhood_rating,Fairly good,22,All,All,All,All,All,All,All
Scotland,2014,neighbourhood_rating,Fairly good,39,All,All,All,All,All,All,All
North Ayrshire,2016,neighbourhood_rating,Fairly good,40,All,All,All,All,All,All,All
South Ayrshire,2015,neighbourhood_rating,Fairly good,23,Male,All,All,All,All,All,All
South Ayrshire,2015,neighbourhood_rating,Fairly good,25,Female,All,All,All,All,All,All
East Lothian,2017,neighbourhood_rating,Fairly good,29,Male,All,All,All,All,All,All
South Lanarkshire,2017,neighbourhood_rating,Fairly good,42,Male,All,All,All,All,All,All
North Ayrshire,2017,neighbourhood_rating,Fairly good,50,Male,All,All,All,All,All,All
Aberdeenshire,2017,neighbourhood_rating,Fairly good,30,All,All,All,All,All,All,All
East Ayrshire,2017,neighbourhood_rating,Fairly good,45,Female,All,All,All,All,All,All
City of Edinburgh,2017,neighbourhood_rating,Fairly good,41,All,All,All,All,All,All,All
Orkney Islands,2017,neighbourhood_rating,Fairly good,16,Male,All,All,All,All,All,All
North Ayrshire,2017,neighbourhood_rating,Fairly good,35,Female,All,All,All,All,All,All
Stirling,2017,neighbourhood_rating,Fairly good,29,Female,All,All,All,All,All,All
Aberdeen City,2017,neighbourhood_rating,Fairly good,37,Male,All,All,All,All,All,All
Orkney Islands,2017,neighbourhood_rating,Fairly good,15,Female,All,All,All,All,All,All
Aberdeen City,2017,neighbourhood_rating,Fairly good,40,Female,All,All,All,All,All,All
South Ayrshire,2017,neighbourhood_rating,Fairly good,27,Female,All,All,All,All,All,All
Perth and Kinross,2015,neighbourhood_rating,Fairly good,39,Male,All,All,All,All,All,All
South Ayrshire,2013,neighbourhood_rating,Fairly good,37,All,All,All,All,All,All,All
Aberdeen City,2014,neighbourhood_rating,Fairly good,42,Male,All,All,All,All,All,All
South Lanarkshire,2014,neighbourhood_rating,Fairly good,40,Female,All,All,All,All,All,All
Orkney Islands,2014,neighbourhood_rating,Fairly good,16,Female,All,All,All,All,All,All
Aberdeenshire,2014,neighbourhood_rating,Fairly good,32,Male,All,All,All,All,All,All
Midlothian,2017,neighbourhood_rating,Fairly good,53,Female,All,All,All,All,All,All
Perth and Kinross,2016,neighbourhood_rating,Fairly good,28,Female,All,All,All,All,All,All
Renfrewshire,2013,neighbourhood_rating,Fairly good,33,All,All,All,All,All,All,All
Aberdeenshire,2013,neighbourhood_rating,Fairly good,36,Male,All,All,All,All,All,All
Inverclyde,2017,neighbourhood_rating,Fairly good,35,Male,All,All,All,All,All,All
Orkney Islands,2013,neighbourhood_rating,Fairly good,14,All,All,All,All,All,All,All
West Lothian,2015,neighbourhood_rating,Fairly good,42,Female,All,All,All,All,All,All
Dumfries and Galloway,2014,neighbourhood_rating,Fairly good,34,Male,All,All,All,All,All,All
Scotland,2013,neighbourhood_rating,Fairly good,39,All,All,All,All,All,All,All
Aberdeen City,2015,neighbourhood_rating,Fairly good,48,Male,All,All,All,All,All,All
East Lothian,2016,neighbourhood_rating,Fairly good,33,Female,All,All,All,All,All,All
Highland,2017,neighbourhood_rating,Fairly good,21,Male,All,All,All,All,All,All
Highland,2016,neighbourhood_rating,Fairly good,25,Female,All,All,All,All,All,All
Stirling,2014,neighbourhood_rating,Fairly good,29,Female,All,All,All,All,All,All
Argyll and Bute,2013,neighbourhood_rating,Fairly good,31,Female,All,All,All,All,All,All
Stirling,2016,neighbourhood_rating,Fairly good,33,Female,All,All,All,All,All,All
East Renfrewshire,2019,neighbourhood_rating,Fairly good,25,All,All,80% least deprived,All,All,All,All
Glasgow City,2013,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Glasgow City,2015,neighbourhood_rating,Very good,52,All,All,80% least deprived,All,All,All,All
Argyll and Bute,2017,neighbourhood_rating,Very good,73,All,All,80% least deprived,All,All,All,All
Dumfries and Galloway,2013,neighbourhood_rating,Very good,64,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Scotland,2017,neighbourhood_rating,Very good,63,All,All,80% least deprived,All,All,All,All
Scottish Borders,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2016,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
Shetland Islands,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Moray,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Perth and Kinross,2016,neighbourhood_rating,Very good,63,All,All,80% least deprived,All,All,All,All
Scotland,2014,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2014,neighbourhood_rating,Very good,55,All,All,80% least deprived,All,All,All,All
North Ayrshire,2015,neighbourhood_rating,Very good,70,All,All,80% least deprived,All,All,All,All
Renfrewshire,2019,neighbourhood_rating,Fairly good,33,All,All,80% least deprived,All,All,All,All
Angus,2019,neighbourhood_rating,Fairly good,30,All,All,80% least deprived,All,All,All,All
Glasgow City,2014,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
Dundee City,2019,neighbourhood_rating,Fairly good,38,All,All,80% least deprived,All,All,All,All
Fife,2015,neighbourhood_rating,Very good,61,All,All,80% least deprived,All,All,All,All
Glasgow City,2013,neighbourhood_rating,Very good,55,All,All,80% least deprived,All,All,All,All
North Ayrshire,2016,neighbourhood_rating,Very good,63,All,All,80% least deprived,All,All,All,All
Fife,2013,neighbourhood_rating,Very good,59,All,All,80% least deprived,All,All,All,All
East Dunbartonshire,2015,neighbourhood_rating,Very good,73,All,All,80% least deprived,All,All,All,All
Angus,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Glasgow City,2017,neighbourhood_rating,Very good,58,All,All,80% least deprived,All,All,All,All
West Lothian,2018,neighbourhood_rating,Fairly poor,5,All,All,80% least deprived,All,All,All,All
Dundee City,2018,neighbourhood_rating,Fairly poor,6,All,All,80% least deprived,All,All,All,All
Renfrewshire,2015,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
Shetland Islands,2016,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
Moray,2018,neighbourhood_rating,Very poor,3,All,All,80% least deprived,All,All,All,All
Stirling,2017,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
Inverclyde,2014,neighbourhood_rating,Fairly good,33,All,All,80% least deprived,All,All,All,All
Na h-Eileanan Siar,2018,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2017,neighbourhood_rating,Fairly poor,8,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2015,neighbourhood_rating,Very poor,2,All,All,80% least deprived,All,All,All,All
Midlothian,2018,neighbourhood_rating,Fairly good,43,All,All,80% least deprived,All,All,All,All
Highland,2018,neighbourhood_rating,Fairly good,26,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2017,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2017,neighbourhood_rating,Very good,60,All,All,80% least deprived,All,All,All,All
Moray,2015,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
Perth and Kinross,2017,neighbourhood_rating,Very good,66,All,All,80% least deprived,All,All,All,All
Fife,2017,neighbourhood_rating,Very good,58,All,All,80% least deprived,All,All,All,All
Scotland,2016,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Midlothian,2014,neighbourhood_rating,Fairly poor,4,All,All,80% least deprived,All,All,All,All
Aberdeen City,2015,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
East Dunbartonshire,2014,neighbourhood_rating,Fairly poor,0,All,All,80% least deprived,All,All,All,All
Moray,2014,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
East Dunbartonshire,2018,neighbourhood_rating,Fairly poor,0,All,All,80% least deprived,All,All,All,All
Angus,2015,neighbourhood_rating,No opinion,1,All,All,80% least deprived,All,All,All,All
Argyll and Bute,2014,neighbourhood_rating,Fairly good,30,All,All,80% least deprived,All,All,All,All
East Ayrshire,2014,neighbourhood_rating,Fairly good,36,All,All,80% least deprived,All,All,All,All
East Ayrshire,2017,neighbourhood_rating,No opinion,2,All,All,80% least deprived,All,All,All,All
Stirling,2018,neighbourhood_rating,Fairly good,31,All,All,80% least deprived,All,All,All,All
Clackmannanshire,2013,neighbourhood_rating,Fairly poor,5,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2018,neighbourhood_rating,Fairly good,43,All,All,80% least deprived,All,All,All,All
Scotland,2013,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Dumfries and Galloway,2016,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
Scotland,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
South Ayrshire,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Glasgow City,2017,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
East Ayrshire,2016,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Shetland Islands,2015,neighbourhood_rating,No opinion,1,All,All,80% least deprived,All,All,All,All
North Ayrshire,2014,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
South Lanarkshire,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
North Ayrshire,2018,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Scotland,2014,neighbourhood_rating,Very good,62,All,All,80% least deprived,All,All,All,All
Glasgow City,2015,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Dundee City,2014,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Shetland Islands,2018,neighbourhood_rating,Fairly good,23,All,All,80% least deprived,All,All,All,All
Scotland,2018,neighbourhood_rating,Fairly good,33,All,All,80% least deprived,All,All,All,All
Scottish Borders,2018,neighbourhood_rating,Fairly good,31,All,All,80% least deprived,All,All,All,All
West Lothian,2016,neighbourhood_rating,Very good,60,All,All,80% least deprived,All,All,All,All
East Renfrewshire,2015,neighbourhood_rating,Very good,76,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2017,neighbourhood_rating,Very good,57,All,All,80% least deprived,All,All,All,All
Angus,2017,neighbourhood_rating,Very good,69,All,All,80% least deprived,All,All,All,All
South Ayrshire,2018,neighbourhood_rating,Fairly good,26,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2019,neighbourhood_rating,Fairly good,35,All,All,80% least deprived,All,All,All,All
Scotland,2017,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2014,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
Moray,2014,neighbourhood_rating,Fairly good,34,All,All,80% least deprived,All,All,All,All
Highland,2017,neighbourhood_rating,Very good,77,All,All,80% least deprived,All,All,All,All
Dundee City,2015,neighbourhood_rating,Very good,60,All,All,80% least deprived,All,All,All,All
South Lanarkshire,2015,neighbourhood_rating,Fairly poor,4,All,All,80% least deprived,All,All,All,All
Fife,2018,neighbourhood_rating,Fairly good,35,All,All,80% least deprived,All,All,All,All
East Dunbartonshire,2017,neighbourhood_rating,Very good,75,All,All,80% least deprived,All,All,All,All
Dundee City,2017,neighbourhood_rating,Very good,55,All,All,80% least deprived,All,All,All,All
East Lothian,2016,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Dundee City,2018,neighbourhood_rating,Fairly good,43,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2016,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Scotland,2014,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2015,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2017,neighbourhood_rating,Very good,68,All,All,80% least deprived,All,All,All,All
Midlothian,2014,neighbourhood_rating,Fairly good,37,All,All,80% least deprived,All,All,All,All
East Lothian,2015,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
South Lanarkshire,2015,neighbourhood_rating,Very good,61,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2014,neighbourhood_rating,Very good,68,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2016,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Perth and Kinross,2014,neighbourhood_rating,Very good,70,All,All,80% least deprived,All,All,All,All
Aberdeen City,2015,neighbourhood_rating,Very good,57,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2014,neighbourhood_rating,Very good,50,All,All,80% least deprived,All,All,All,All
Scotland,2015,neighbourhood_rating,Very good,62,All,All,80% least deprived,All,All,All,All
South Lanarkshire,2018,neighbourhood_rating,Fairly good,33,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2018,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
Stirling,2018,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
Midlothian,2017,neighbourhood_rating,Very good,46,All,All,80% least deprived,All,All,All,All
Fife,2017,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Aberdeen City,2018,neighbourhood_rating,Fairly poor,5,All,All,80% least deprived,All,All,All,All
Perth and Kinross,2018,neighbourhood_rating,Fairly good,29,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2018,neighbourhood_rating,Fairly good,33,All,All,80% least deprived,All,All,All,All
Aberdeen City,2018,neighbourhood_rating,Fairly good,38,All,All,80% least deprived,All,All,All,All
East Ayrshire,2018,neighbourhood_rating,Fairly poor,18,All,All,20% most deprived,All,All,All,All
Inverclyde,2018,neighbourhood_rating,Very good,46,All,All,20% most deprived,All,All,All,All
South Lanarkshire,2014,neighbourhood_rating,Very good,60,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2018,neighbourhood_rating,Very poor,7,All,All,20% most deprived,All,All,All,All
Renfrewshire,2017,neighbourhood_rating,Fairly good,69,All,All,20% most deprived,All,All,All,All
West Lothian,2018,neighbourhood_rating,Fairly good,40,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2015,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
North Ayrshire,2016,neighbourhood_rating,Fairly good,46,All,All,20% most deprived,All,All,All,All
South Lanarkshire,2016,neighbourhood_rating,Fairly poor,7,All,All,20% most deprived,All,All,All,All
Clackmannanshire,2014,neighbourhood_rating,Fairly good,51,All,All,20% most deprived,All,All,All,All
North Lanarkshire,2019,neighbourhood_rating,Very good,40,All,All,20% most deprived,All,All,All,All
Dundee City,2015,neighbourhood_rating,Very good,33,All,All,20% most deprived,All,All,All,All
Renfrewshire,2014,neighbourhood_rating,Very good,72,All,All,80% least deprived,All,All,All,All
South Ayrshire,2014,neighbourhood_rating,Very good,69,All,All,80% least deprived,All,All,All,All
Renfrewshire,2018,neighbourhood_rating,Fairly good,22,All,All,80% least deprived,All,All,All,All
Stirling,2017,neighbourhood_rating,Very good,73,All,All,80% least deprived,All,All,All,All
Aberdeenshire,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Renfrewshire,2013,neighbourhood_rating,Very good,69,All,All,80% least deprived,All,All,All,All
West Dunbartonshire,2015,neighbourhood_rating,Very good,51,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2018,neighbourhood_rating,Fairly good,34,All,All,80% least deprived,All,All,All,All
Argyll and Bute,2018,neighbourhood_rating,Fairly good,23,All,All,80% least deprived,All,All,All,All
Dundee City,2015,neighbourhood_rating,No opinion,1,All,All,80% least deprived,All,All,All,All
Fife,2014,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Midlothian,2015,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
North Ayrshire,2018,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
Dumfries and Galloway,2015,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Dumfries and Galloway,2017,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
East Dunbartonshire,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Moray,2015,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Angus,2017,neighbourhood_rating,Fairly poor,4,All,All,80% least deprived,All,All,All,All
Falkirk,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Fife,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
East Renfrewshire,2018,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
Perth and Kinross,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Midlothian,2018,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
Scotland,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Argyll and Bute,2017,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
Fife,2015,neighbourhood_rating,Fairly good,36,All,All,80% least deprived,All,All,All,All
Aberdeen City,2017,neighbourhood_rating,Very good,59,All,All,80% least deprived,All,All,All,All
Angus,2016,neighbourhood_rating,Very good,64,All,All,80% least deprived,All,All,All,All
South Ayrshire,2017,neighbourhood_rating,Very good,73,All,All,80% least deprived,All,All,All,All
Aberdeen City,2017,neighbourhood_rating,Fairly poor,3,All,All,80% least deprived,All,All,All,All
Renfrewshire,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Shetland Islands,2017,neighbourhood_rating,Very good,83,All,All,80% least deprived,All,All,All,All
South Lanarkshire,2018,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
Angus,2018,neighbourhood_rating,Fairly good,30,All,All,80% least deprived,All,All,All,All
Midlothian,2016,neighbourhood_rating,Fairly poor,0,All,All,80% least deprived,All,All,All,All
Perth and Kinross,2016,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Orkney Islands,2016,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Clackmannanshire,2016,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
South Ayrshire,2018,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Renfrewshire,2018,neighbourhood_rating,Fairly poor,1,All,All,80% least deprived,All,All,All,All
Midlothian,2013,neighbourhood_rating,Fairly poor,6,All,All,80% least deprived,All,All,All,All
Highland,2014,neighbourhood_rating,Very good,74,All,All,80% least deprived,All,All,All,All
City of Edinburgh,2015,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
West Lothian,2014,neighbourhood_rating,No opinion,2,All,All,80% least deprived,All,All,All,All
Inverclyde,2017,neighbourhood_rating,Very good,72,All,All,80% least deprived,All,All,All,All
East Renfrewshire,2017,neighbourhood_rating,Fairly poor,2,All,All,80% least deprived,All,All,All,All
Falkirk,2014,neighbourhood_rating,No opinion,1,All,All,80% least deprived,All,All,All,All
Dundee City,2014,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Scotland,2015,neighbourhood_rating,No opinion,0,All,All,80% least deprived,All,All,All,All
Angus,2014,neighbourhood_rating,No opinion,1,All,All,80% least deprived,All,All,All,All
Dundee City,2017,neighbourhood_rating,Fairly poor,0,All,All,80% least deprived,All,All,All,All
Scottish Borders,2018,neighbourhood_rating,Very poor,1,All,All,80% least deprived,All,All,All,All
Highland,2018,neighbourhood_rating,Very poor,0,All,All,80% least deprived,All,All,All,All
Scottish Borders,2015,neighbourhood_rating,No opinion,1,All,All,80% least deprived,All,All,All,All
West Lothian,2017,neighbourhood_rating,Fairly poor,4,All,All,80% least deprived,All,All,All,All
South Lanarkshire,2017,neighbourhood_rating,Very good,57,All,All,80% least deprived,All,All,All,All
Aberdeen City,2014,neighbourhood_rating,Fairly good,33,All,Urban,All,All,All,All,All
Stirling,2014,neighbourhood_rating,Fairly good,33,All,Urban,All,All,All,All,All
Inverclyde,2015,neighbourhood_rating,Fairly good,35,All,Urban,All,All,All,All,All
Aberdeenshire,2014,neighbourhood_rating,Fairly good,31,All,Urban,All,All,All,All,All
South Ayrshire,2014,neighbourhood_rating,Fairly good,31,All,Urban,All,All,All,All,All
Dundee City,2016,neighbourhood_rating,Fairly good,42,All,Urban,All,All,All,All,All
Perth and Kinross,2014,neighbourhood_rating,Fairly good,30,All,Rural,All,All,All,All,All
Highland,2016,neighbourhood_rating,Fairly good,21,All,Rural,All,All,All,All,All
Na h-Eileanan Siar,2015,neighbourhood_rating,Fairly good,26,All,Rural,All,All,All,All,All
Na h-Eileanan Siar,2014,neighbourhood_rating,Fairly good,12,All,Rural,All,All,All,All,All
Moray,2014,neighbourhood_rating,Fairly good,28,All,Rural,All,All,All,All,All
Scotland,2013,neighbourhood_rating,Fairly good,27,All,Rural,All,All,All,All,All
East Lothian,2016,neighbourhood_rating,Fairly good,25,All,Rural,All,All,All,All,All
Renfrewshire,2015,neighbourhood_rating,Fairly good,42,All,Urban,All,All,All,All,All
Fife,2013,neighbourhood_rating,Fairly good,47,All,Urban,All,All,All,All,All
Renfrewshire,2014,neighbourhood_rating,Fairly good,36,All,Urban,All,All,All,All,All
Perth and Kinross,2015,neighbourhood_rating,Fairly good,26,All,Rural,All,All,All,All,All
South Ayrshire,2016,neighbourhood_rating,Fairly good,32,All,Urban,All,All,All,All,All
West Lothian,2014,neighbourhood_rating,Fairly good,36,All,Urban,All,All,All,All,All
South Lanarkshire,2014,neighbourhood_rating,Fairly good,39,All,Urban,All,All,All,All,All
Fife,2016,neighbourhood_rating,Fairly good,24,All,Rural,All,All,All,All,All
Angus,2014,neighbourhood_rating,Fairly good,45,All,Urban,All,All,All,All,All
Angus,2013,neighbourhood_rating,Fairly good,34,Male,All,All,All,All,All,All
Fife,2015,neighbourhood_rating,Fairly good,37,All,All,All,All,All,All,All
City of Edinburgh,2013,neighbourhood_rating,Fairly good,45,All,All,All,All,All,All,All
East Ayrshire,2017,neighbourhood_rating,Fairly good,57,Male,All,All,All,All,All,All
East Ayrshire,2016,neighbourhood_rating,Fairly good,39,All,Urban,All,All,All,All,All
Argyll and Bute,2017,neighbourhood_rating,Fairly good,26,All,All,All,All,All,All,All
West Lothian,2014,neighbourhood_rating,Fairly good,35,Male,All,All,All,All,All,All
Clackmannanshire,2013,neighbourhood_rating,Fairly good,49,All,All,All,All,All,All,All
Highland,2015,neighbourhood_rating,Fairly good,28,All,Rural,All,All,All,All,All
Inverclyde,2014,neighbourhood_rating,Fairly good,36,Male,All,All,All,All,All,All
Shetland Islands,2016,neighbourhood_rating,Fairly good,15,All,Rural,All,All,All,All,All
Renfrewshire,2014,neighbourhood_rating,Fairly good,34,Female,All,All,All,All,All,All
Aberdeenshire,2016,neighbourhood_rating,Fairly good,30,All,Urban,All,All,All,All,All
Dumfries and Galloway,2016,neighbourhood_rating,Fairly good,31,Female,All,All,All,All,All,All
Midlothian,2015,neighbourhood_rating,Fairly good,36,All,All,All,All,All,All,All
Angus,2013,neighbourhood_rating,Fairly good,42,All,Urban,All,All,All,All,All
Perth and Kinross,2016,neighbourhood_rating,Fairly good,36,All,Urban,All,All,All,All,All
West Lothian,2013,neighbourhood_rating,Fairly good,43,All,Urban,All,All,All,All,All
Highland,2014,neighbourhood_rating,Fairly good,32,All,Urban,All,All,All,All,All
Shetland Islands,2016,neighbourhood_rating,Fairly good,39,All,Urban,All,All,All,All,All
Midlothian,2014,neighbourhood_rating,Fairly good,42,All,Urban,All,All,All,All,All
East Lothian,2016,neighbourhood_rating,Fairly good,36,All,Urban,All,All,All,All,All
Dundee City,2015,neighbourhood_rating,Fairly good,39,All,All,All,All,All,White,All
North Lanarkshire,2017,neighbourhood_rating,Fairly good,42,Male,All,All,All,All,All,All
Midlothian,2014,neighbourhood_rating,Fairly good,38,All,All,All,All,All,All,All
City of Edinburgh,2013,neighbourhood_rating,Fairly good,48,Male,All,All,All,All,All,All
Aberdeen City,2015,neighbourhood_rating,Fairly good,45,All,All,All,All,All,White,All
City of Edinburgh,2015,neighbourhood_rating,Fairly good,42,All,All,All,All,All,White,All
West Dunbartonshire,2016,neighbourhood_rating,Fairly good,41,Female,All,All,All,All,All,All
Clackmannanshire,2016,neighbourhood_rating,Fairly good,50,All,Urban,All,All,All,All,All
South Lanarkshire,2013,neighbourhood_rating,Fairly good,41,Male,All,All,All,All,All,All
East Lothian,2015,neighbourhood_rating,Fairly good,22,Male,All,All,All,All,All,All
Aberdeen City,2013,neighbourhood_rating,Fairly good,41,Male,All,All,All,All,All,All
Moray,2019,neighbourhood_rating,Fairly good,32,All,All,All,All,All,White,All
Perth and Kinross,2016,neighbourhood_rating,Fairly good,35,All,All,All,All,All,All,All
Highland,2019,neighbourhood_rating,Fairly good,23,All,All,All,All,All,White,All
Clackmannanshire,2014,neighbourhood_rating,Fairly good,47,Male,All,All,All,All,All,All
Midlothian,2019,neighbourhood_rating,Fairly good,48,All,All,All,All,All,White,All
East Ayrshire,2019,neighbourhood_rating,Fairly good,35,All,Urban,All,All,All,All,All
Renfrewshire,2013,neighbourhood_rating,Fairly good,32,Female,All,All,All,All,All,All
Dumfries and Galloway,2019,neighbourhood_rating,Fairly good,31,All,All,All,All,All,White,All
Na h-Eileanan Siar,2019,neighbourhood_rating,Fairly good,8,All,All,All,All,All,White,All
East Ayrshire,2019,neighbourhood_rating,Fairly good,32,All,All,All,All,All,White,All
Glasgow City,2014,neighbourhood_rating,Fairly good,49,All,Urban,All,All,All,All,All
Glasgow City,2013,neighbourhood_rating,Fairly good,45,All,Urban,All,All,All,All,All
Highland,2014,neighbourhood_rating,Fairly good,22,Female,All,All,All,All,All,All
North Lanarkshire,2017,neighbourhood_rating,Fairly good,44,Female,All,All,All,All,All,All
Dumfries and Galloway,2013,neighbourhood_rating,Fairly good,27,Female,All,All,All,All,All,All
East Renfrewshire,2016,neighbourhood_rating,Fairly good,22,All,All,All,All,All,White,All
Perth and Kinross,2014,neighbourhood_rating,Fairly good,28,Female,All,All,All,All,All,All
Renfrewshire,2016,neighbourhood_rating,Fairly good,37,All,All,All,All,All,White,All
East Ayrshire,2016,neighbourhood_rating,Fairly good,41,All,All,All,All,All,All,All
Fife,2016,neighbourhood_rating,Fairly good,38,Female,All,All,All,All,All,All
Scotland,2013,neighbourhood_rating,Fairly good,38,Female,All,All,All,All,All,All
East Dunbartonshire,2013,neighbourhood_rating,Fairly good,27,All,All,All,All,All,White,All
City of Edinburgh,2015,neighbourhood_rating,Fairly good,43,All,Urban,All,All,All,All,All
Scotland,2013,neighbourhood_rating,Fairly good,41,All,Urban,All,All,All,All,All
Perth and Kinross,2015,neighbourhood_rating,Fairly good,36,All,All,All,All,All,White,All
West Dunbartonshire,2013,neighbourhood_rating,Fairly good,49,Male,All,All,All,All,All,All
Renfrewshire,2015,neighbourhood_rating,Fairly good,42,All,All,All,All,All,White,All
